Tanggal,Positif (Indonesia),Dirawat (Indonesia),Sembuh (Indonesia),Meninggal (Indonesia),Meninggal (Jakarta),Sembuh (Jakarta),Self-Isolation (Jakarta),Dirawat (Jakarta),Positif (Jakarta),Positif Aktif (Jakarta),Positif Harian (Indonesia),Dirawat Harian (Indonesia),Sembuh Harian (Indonesia),Meninggal Harian (Indonesia),Meninggal Harian (Jakarta),Sembuh Harian (Jakarta),Self-Isolation Harian (Jakarta),Dirawat Harian (Jakarta),Positif Harian (Jakarta),Positif Aktif Harian (Jakarta)
14/05/2022 ,"6,050,519","4,825","5,889,241","156,453","15,292","1,232,867",676,181,"1,249,016",857,308,-113,416,5,1,95,12,6,114,18
15/05/2022 ,"6,050,776","4,784","5,889,534","156,458","15,293","1,232,939",686,191,"1,249,109",877,257,-41,293,5,1,72,10,10,93,20
16/05/2022 ,"6,050,958","4,697","5,889,797","156,464","15,293","1,233,010",701,175,"1,249,179",876,182,-87,263,6,0,71,15,-16,70,-1
17/05/2022 ,"6,051,205","3,898","5,890,826","156,481","15,293","1,233,102",670,189,"1,249,254",859,247,-799,"1,029",17,0,92,-31,14,75,-17
18/05/2022 ,"6,051,532","3,844","5,891,190","156,498","15,294","1,233,206",670,197,"1,249,367",867,327,-54,364,17,1,104,0,8,113,8
19/05/2022 ,"6,051,850","3,766","5,891,574","156,510","15,294","1,233,387",589,187,"1,249,457",776,318,-78,384,12,0,181,-81,-10,90,-91
20/05/2022 ,"6,052,100","3,715","5,891,872","156,513","15,294","1,233,494",564,187,"1,249,539",751,250,-51,298,3,0,107,-25,0,82,-25
21/05/2022 ,"6,052,363","3,718","5,892,126","156,519","15,294","1,233,575",581,182,"1,249,632",763,263,3,254,6,0,81,17,-5,93,12
22/05/2022 ,"6,052,590","3,657","5,892,411","156,522","15,296","1,233,664",594,188,"1,249,742",782,227,-61,285,3,2,89,13,6,110,19
23/05/2022 ,"6,052,764","2,890","5,893,340","156,534","15,297","1,233,779",548,176,"1,249,800",724,174,-767,929,12,1,115,-46,-12,58,-58
24/05/2022 ,"6,053,109","2,933","5,893,628","156,548","15,300","1,233,873",580,195,"1,249,948",775,345,43,288,14,3,94,32,19,148,51
25/05/2022 ,"6,053,424","3,011","5,893,860","156,553","15,300","1,233,937",631,208,"1,250,076",839,315,78,232,5,0,64,51,13,128,64
26/05/2022 ,"6,053,670","3,011","5,894,103","156,556","15,300","1,234,021",669,210,"1,250,200",879,246,0,243,3,0,84,38,2,124,40
27/05/2022 ,"6,053,894","2,949","5,894,380","156,565","15,300","1,234,087",709,214,"1,250,310",923,224,-62,277,9,0,66,40,4,110,44
28/05/2022 ,"6,054,173","2,972","5,894,628","156,573","15,300","1,234,180",723,211,"1,250,414",934,279,23,248,8,0,93,14,-3,104,11
29/05/2022 ,"6,054,415","2,952","5,894,889","156,574","15,300","1,234,280",722,201,"1,250,503",923,242,-20,261,1,0,100,-1,-10,89,-11
30/05/2022 ,"6,054,633","2,871","5,895,176","156,586","15,303","1,234,376",704,201,"1,250,584",905,218,-81,287,12,3,96,-18,0,81,-18
31/05/2022 ,"6,054,973","2,959","5,895,423","156,591","15,303","1,234,487",729,197,"1,250,716",926,340,88,247,5,0,111,25,-4,132,21
01/06/2022 ,"6,055,341","3,141","5,895,606","156,594","15,303","1,234,566",823,188,"1,250,880","1,011",368,182,183,3,0,79,94,-9,164,85
02/06/2022 ,"6,055,645","3,105","5,895,940","156,600","15,303","1,234,723",830,182,"1,251,038","1,012",304,-36,334,6,0,157,7,-6,158,1
03/06/2022 ,"6,056,017","3,123","5,896,290","156,604","15,303","1,234,863",850,195,"1,251,211","1,045",372,18,350,4,0,140,20,13,173,33
04/06/2022 ,"6,056,412","3,254","5,896,548","156,610","15,303","1,234,976",913,192,"1,251,384","1,105",395,131,258,6,0,113,63,-3,173,60
05/06/2022 ,"6,056,800","3,433","5,896,752","156,615","15,303","1,235,069","1,011",196,"1,251,579","1,207",388,179,204,5,0,93,98,4,195,102
06/06/2022 ,"6,057,142","3,498","5,897,022","156,622","15,303","1,235,172","1,064",187,"1,251,726","1,251",342,65,270,7,0,103,53,-9,147,44
07/06/2022 ,"6,057,660","3,664","5,897,372","156,624","15,303","1,235,274","1,222",187,"1,251,986","1,409",518,166,350,2,0,102,158,0,260,158
08/06/2022 ,"6,058,180","3,922","5,897,630","156,628","15,303","1,235,370","1,417",184,"1,252,274","1,601",520,258,258,4,0,96,195,-3,288,192
09/06/2022 ,"6,058,736","4,061","5,898,040","156,635","15,303","1,235,508","1,548",191,"1,252,550","1,739",556,139,410,7,0,138,131,7,276,138
10/06/2022 ,"6,059,363","4,341","5,898,384","156,638","15,303","1,235,666","1,715",199,"1,252,883","1,914",627,280,344,3,0,158,167,8,333,175
11/06/2022 ,"6,059,937","4,538","5,898,758","156,641","15,303","1,235,838","1,852",204,"1,253,197","2,056",574,197,374,3,0,172,137,5,314,142
12/06/2022 ,"6,060,488","4,680","5,899,165","156,643","15,303","1,236,002","2,000",214,"1,253,519","2,214",551,142,407,2,0,164,148,10,322,158
13/06/2022 ,"6,061,079","4,926","5,899,501","156,652","15,304","1,236,184","2,179",200,"1,253,867","2,379",591,246,336,9,1,182,179,-14,348,165
14/06/2022 ,"6,062,009","5,298","5,900,049","156,662","15,304","1,236,374","2,446",260,"1,254,384","2,706",930,372,548,10,0,190,267,60,517,327
15/06/2022 ,"6,063,251","6,007","5,900,574","156,670","15,304","1,236,528","2,980",302,"1,255,114","3,282","1,242",709,525,8,0,154,534,42,730,576
16/06/2022 ,"6,064,424","6,668","5,901,083","156,673","15,305","1,236,820","3,346",339,"1,255,810","3,685","1,173",661,509,3,1,292,366,37,696,403
17/06/2022 ,"6,065,644","7,326","5,901,639","156,679","15,305","1,237,109","3,712",370,"1,256,496","4,082","1,220",658,556,6,0,289,366,31,686,397
18/06/2022 ,"6,066,908","8,062","5,902,162","156,684","15,305","1,237,400","4,122",402,"1,257,229","4,524","1,264",736,523,5,0,291,410,32,733,442
19/06/2022 ,"6,068,075","8,594","5,902,794","156,687","15,308","1,237,676","4,543",437,"1,257,964","4,980","1,167",532,632,3,3,276,421,35,735,456
20/06/2022 ,"6,069,255","9,099","5,903,461","156,695","15,309","1,238,059","4,844",453,"1,258,665","5,297","1,180",505,667,8,1,383,301,16,701,317
21/06/2022 ,"6,070,933","10,095","5,904,138","156,700","15,311","1,238,392","5,420",495,"1,259,618","5,915","1,678",996,677,5,2,333,576,42,953,618
22/06/2022 ,"6,072,918","11,391","5,904,825","156,702","15,311","1,238,754","6,276",503,"1,260,844","6,779","1,985","1,296",687,2,0,362,856,8,"1,226",864
23/06/2022 ,"6,074,825","12,148","5,905,971","156,706","15,311","1,239,359","6,714",514,"1,261,898","7,228","1,907",757,"1,146",4,0,605,438,11,"1,054",449
24/06/2022 ,,,,,,,,,,,"-6,074,825","-12,148","-5,905,971","-156,706","-15,311","-1,239,359","-6,714",-514,"-1,261,898","-7,228"
