Tanggal,Positif (Indonesia),Dirawat (Indonesia),Sembuh (Indonesia),Meninggal (Indonesia),Meninggal (Jakarta),Sembuh (Jakarta),Self-Isolation (Jakarta),Dirawat (Jakarta),Positif (Jakarta),Positif Aktif (Jakarta),Positif Harian (Indonesia),Dirawat Harian (Indonesia),Sembuh Harian (Indonesia),Meninggal Harian (Indonesia),Meninggal Harian (Jakarta),Sembuh Harian (Jakarta),Self-Isolation Harian (Jakarta),Dirawat Harian (Jakarta),Positif Harian (Jakarta),Positif Aktif Harian (Jakarta)
14-Sep-21,22439,,,1,22438,1786011,,11735,,1774276,279080,,43425,,235655,32396,23,,21771,10602,2614473,49,251572,2311,2360541,4734399
15-Sep-21,22439,,,1,22438,1786574,,11967,,1774607,283345,,47553,,235792,32504,28,,21873,10603,2640248,50,276494,2311,2361393,4765110
16-Sep-21,22470,,,1,22469,1787368,,11733,,1775635,288779,,51375,,237404,32625,30,,21987,10608,2668820,49,299969,2311,2366491,4800062
17-Sep-21,22470,,,1,22469,1788404,,10869,,1777535,293034,,50281,,242753,32739,32,,22097,10610,2679056,40,288491,2311,2388214,4815703
18-Sep-21,22475,,,1,22474,1789515,,11169,,1778346,296805,,49923,,246882,32848,29,,22203,10616,2690197,43,278924,2311,2408919,4831840
19-Sep-21,22475,,,1,22474,1790944,,12157,,1778787,300867,,49732,,251135,32942,33,,22291,10618,2701963,41,270872,2311,2428739,4849191
20-Sep-21,22476,,,1,22475,1791847,,11068,,1780779,304965,,48064,,256901,33007,30,,22353,10624,2770950,38,305597,2311,2463004,4923245
21-Sep-21,22476,,,1,22475,1791897,,9741,,1782156,308462,,47434,,261028,33040,32,,22384,10624,2787038,33,293995,2311,2490699,4942913
22-Sep-21,22476,,,1,22475,1792247,,8585,,1783662,308463,,43496,,264967,33057,34,,22397,10626,2795544,24,273825,2311,2519384,4951787
23-Sep-21,22476,,,1,22475,1793310,,8400,,1784910,314637,,43940,,270697,33064,30,,22402,10632,2841312,21,291144,2311,2547836,5004799
24-Sep-21,22477,,,1,22476,1794834,,8261,,1786573,319144,,44001,,275143,33075,30,,22410,10635,2869839,19,289999,2311,2577510,5039369
25-Sep-21,22502,,,1,22501,1795660,,8763,,1786897,323658,,44000,,279658,33088,31,,22422,10635,2897724,17,295193,2311,2600203,5072632
26-Sep-21,22502,,,1,22501,1796493,,9387,,1787106,327918,,44027,,283891,33092,31,,22426,10635,2927418,16,304300,2311,2620791,5107423
27-Sep-21,22502,,,1,22501,1796872,,8954,,1787918,331880,,43173,,288707,33099,27,,22432,10640,2951435,13,300000,2311,2649111,5135788
28-Sep-21,22502,,,1,22501,1797479,,8613,,1788866,335765,,42507,,293258,33105,26,,22437,10642,2972419,13,296209,2311,2673886,5161270
29-Sep-21,22502,,,1,22501,1797785,,7741,,1790044,339401,,42711,,296690,33111,26,,22439,10646,3000227,6,300196,2311,2697714,5193026
30-Sep-21,22507,,,1,22506,1798518,,6834,,1791684,343891,,42403,,301488,33117,27,,22442,10648,3027484,4,300453,2311,2724716,5225517
1-Oct-21,22511,,,1,22510,1799545,,6909,,1792636,348151,,43048,,305103,33123,24,,22446,10653,3055590,5,299115,2311,2754159,5258920
2-Oct-21,22519,,,1,22518,1800065,,7319,,1792746,353236,,44019,,309217,33131,24,,22451,10656,3084572,6,306520,2311,2775735,5293523
3-Oct-21,22521,,,1,22520,1800828,,673,,1800155,358187,,4948,,353239,33135,2,,22452,10681,3112476,1,27757,2311,3082407,5327147
4-Oct-21,22521,,,1,22520,1801634,,1465,,1800169,363723,,10484,,353239,33341,8,,22652,10681,3144760,1,60035,2311,3082413,5365979
5-Oct-21,22521,,,1,22520,1801787,,1618,,1800169,368385,,15144,,353241,33341,8,,22652,10681,3175309,1,90465,2311,3082532,5401343
6-Oct-21,22521,,,1,22520,1802171,,1831,,1800340,374423,,21079,,353344,33346,10,,22655,10681,3217220,4,132119,2311,3082786,5449681
7-Oct-21,22524,,,1,22523,1803230,,2756,,1800474,382033,,28687,,353346,33358,15,,22662,10681,3257230,6,171869,2311,3083044,5498375
8-Oct-21,22524,,,1,22523,1803912,,3401,,1800511,388169,,34817,,353352,33363,15,,22667,10681,3296584,6,211069,2311,3083198,5544552
9-Oct-21,22524,,,1,22523,1805255,,4547,,1800708,394579,,41226,,353353,33369,20,,22668,10681,3336066,6,250117,2311,3083632,5591793
10-Oct-21,22524,,,1,22523,1806567,,5694,,1800873,400707,,46465,,354242,33406,56,,22669,10681,3374787,6,288488,2311,3083982,5637991
11-Oct-21,22524,,,1,22523,1807748,,6871,,1800877,406450,,52198,,354252,33413,61,,22671,10681,3404707,6,318274,2311,3084116,5674842
12-Oct-21,22524,,,1,22523,1807838,,6957,,1800881,410773,,56520,,354253,33415,62,,22672,10681,3431588,9,344992,2311,3084276,5706138
13-Oct-21,22524,,,1,22523,1808256,,7245,,1801011,416403,,61800,,354603,33420,64,,22675,10681,3467183,12,379456,2311,3085404,5747786
14-Oct-21,22526,,,1,22525,1809367,,7592,,1801775,423082,,66173,,356909,33428,69,,22677,10682,3501224,11,407366,2311,3091536,5789627
15-Oct-21,22526,,,1,22525,1810385,,7689,,1802696,428338,,67047,,361291,33437,71,,22679,10687,3535649,10,409696,2311,3123632,5830335
16-Oct-21,22526,,,1,22525,1811639,,8660,,1802979,434677,,66797,,367880,33447,73,,22681,10693,3571283,13,415006,2311,3153953,5873572
17-Oct-21,22526,,,1,22525,1813050,,9963,,1803087,442447,,70337,,372110,33451,76,,22682,10693,3607819,15,422918,2311,3182575,5919293
18-Oct-21,22526,,,1,22525,1813712,,9642,,1804070,448607,,69300,,379307,33451,74,,22682,10695,3635997,16,405379,2311,3228291,5954293
19-Oct-21,22526,,,1,22525,1814657,,9755,,1804902,453189,,67533,,385656,33453,71,,22682,10700,3660595,14,391640,2311,3266630,5984420
20-Oct-21,22526,,,1,22525,1815107,,8933,,1806174,458125,,66088,,392037,33461,78,,22683,10700,3689213,18,381535,2311,3305349,6018432
21-Oct-21,22526,,,1,22525,1815940,,8560,,1807380,464385,,66243,,398142,33463,73,,22685,10705,3720463,18,374684,2311,3343450,6056777
22-Oct-21,22526,,,1,22525,1817021,,8549,,1808472,471274,,67013,,404261,33470,43,,22686,10741,3745069,18,359005,2311,3383735,6089360
23-Oct-21,22526,,,1,22525,1817757,,9030,,1808727,477474,,67994,,409480,33474,41,,22687,10746,3773607,15,360025,2311,3411256,6124838
24-Oct-21,22526,,,1,22525,1818760,,9974,,1808786,484241,,69532,,414709,33479,45,,22687,10747,3802037,15,362722,2311,3436989,6161043
25-Oct-21,22526,,,1,22525,1819825,,9888,,1809937,491960,,71792,,420168,33483,44,,22688,10751,3826218,14,347598,2311,3476295,6194012
26-Oct-21,22526,,,1,22525,1820707,,9788,,1810919,498406,,71533,,426873,33483,41,,22688,10754,3849052,14,338556,2311,3508171,6224174
27-Oct-21,22526,,,1,22525,1821044,,8412,,1812632,505129,,72542,,432587,33494,42,,22694,10758,3873860,12,326904,2311,3544633,6256053
28-Oct-21,22527,,,1,22526,1821629,,8059,,1813570,512529,,71971,,440558,33503,41,,22696,10766,3899592,9,317524,2311,3579748,6289780
29-Oct-21,22527,,,1,22526,1822828,,7757,,1815071,520623,,74052,,446571,33511,44,,22698,10769,3927690,12,307264,2311,3618103,6327179
30-Oct-21,22527,,,1,22526,1823718,,884,,1822834,531439,,10815,,520624,33519,8,,22698,10813,3958347,0,30474,2311,3925562,6369550
31-Oct-21,22528,,,1,22527,1824680,,1844,,1822836,543044,,22415,,520629,33528,16,,22699,10813,3997197,49,68736,2311,3926101,6420977
1-Nov-21,22528,,,1,22527,1827182,,4346,,1822836,553703,,33067,,520636,33533,19,,22701,10813,4025067,50,96283,2311,3926423,6462013
2-Nov-21,22528,,,1,22527,1827551,,4714,,1822837,562594,,41912,,520682,33533,19,,22701,10813,4053328,50,124526,2311,3926441,6499534
3-Nov-21,22529,,,1,22528,1827938,,5076,,1822862,572058,,51347,,520711,33542,25,,22703,10814,4090982,47,161788,2311,3926836,6547049
4-Nov-21,22529,,,1,22528,1828792,,5875,,1822917,582248,,61514,,520734,33547,29,,22704,10814,4126981,40,197517,2311,3927113,6594097
5-Nov-21,22529,,,1,22528,1829398,,6452,,1822946,590217,,69481,,520736,33568,36,,22704,10828,4166092,43,236208,2311,3927530,6641804
6-Nov-21,22530,,,1,22529,1830265,,7315,,1822950,596666,,75728,,520938,33574,42,,22704,10828,4205421,51,275084,2311,3927975,6688456
7-Nov-21,22530,,,1,22529,1830677,,7718,,1822959,603287,,82238,,521049,33595,45,,22705,10845,4243058,54,312029,2311,3928664,6733147
8-Nov-21,22530,,,1,22529,1831293,,8322,,1822971,608224,,87104,,521120,33598,47,,22706,10845,4274800,40,343209,2311,3929240,6770445
9-Nov-21,22530,,,1,22529,1831293,,8097,,1823196,615503,,93430,,522073,33599,47,,22707,10845,4305696,19,372468,2311,3930898,6808621
10-Nov-21,22530,,,1,22529,1831474,,6994,,1824480,617846,,91458,,526388,33621,54,,22708,10859,4336477,10,393393,2311,3940763,6841948
11-Nov-21,22535,,,1,22534,1831790,,6009,,1825781,624895,,86665,,538230,33626,49,,22708,10869,4374508,11,401191,2311,3970995,6887354
12-Nov-21,22535,,,1,22534,1833229,,5407,,1827822,628553,,78962,,549591,33653,43,,22708,10902,4415393,7,404317,2311,4008758,6933363
13-Nov-21,22535,,,1,22534,1833576,,5002,,1828574,633895,,74131,,559764,33690,45,,22708,10937,4452557,8,416181,2311,4034057,6976253
14-Nov-21,22535,,,1,22534,1834547,,5604,,1828943,636852,,67737,,569115,33700,47,,22708,10945,4494315,9,429164,2311,4062831,7021949
15-Nov-21,22535,,,1,22534,1834693,,5216,,1829477,643329,,61863,,581466,33707,44,,22709,10954,4525931,9,418637,2311,4104974,7060195
16-Nov-21,22535,,,1,22534,1835210,,4942,,1830268,644805,,55762,,589043,33707,40,,22709,10958,4556364,8,414293,2311,4139752,7092621
17-Nov-21,22535,,,1,22534,1835367,,4371,,1830996,650576,,54224,,596352,33713,37,,22709,10967,4592693,9,411878,2311,4178495,7134884
18-Nov-21,22535,,,1,22534,1835664,,3727,,1831937,653955,,52112,,601843,33714,32,,22709,10973,4628666,9,409480,2311,4216866,7174534
19-Nov-21,22546,,,1,22545,1835711,,3367,,1832344,660315,,52569,,607746,33718,33,,22709,10976,4665689,10,409975,2311,4253393,7217979
20-Nov-21,22555,,,1,22554,1836318,,3364,,1832954,663046,,52706,,610340,33722,34,,22710,10978,4705299,11,420141,2311,4282836,7260940
21-Nov-21,22555,,,1,22554,1836444,,3418,,1833026,668704,,53761,,614943,33725,36,,22711,10978,4742653,12,430273,2311,4310057,7304081
22-Nov-21,22555,,,1,22554,1837074,,3181,,1833893,670833,,51190,,619643,33731,34,,22711,10986,4772648,13,423521,2311,4346803,7336841
23-Nov-21,22555,,,1,22554,1837144,,2596,,1834548,675292,,49869,,625423,33732,31,,22712,10989,4799858,13,413248,2311,4384286,7368581
24-Nov-21,22555,,,1,22554,1837337,,2427,,1834910,678805,,49229,,629576,33733,29,,22712,10992,4833159,13,405711,2311,4425124,7405589
25-Nov-21,22555,,,1,22554,1837454,,2370,,1835084,684615,,50339,,634276,33736,28,,22712,10996,4868915,12,403589,2311,4463003,7447275
26-Nov-21,22555,,,1,22554,1837880,,2337,,1835543,687348,,49304,,638044,33738,27,,22713,10998,4908608,11,405601,2311,4500685,7490129
27-Nov-21,22555,,,1,22554,1838649,,2904,,1835745,691408,,48023,,643385,33742,28,,22713,11001,4943210,14,408656,2311,4532229,7529564
28-Nov-21,22555,,,1,22554,1840316,,4423,,1835893,693381,,46894,,646487,33744,30,,22713,11001,4979600,13,416570,2311,4560706,7569596
29-Nov-21,22555,,,1,22554,1840554,,4406,,1836148,694829,,43127,,651702,33744,26,,22713,11005,5008701,13,407406,2311,4598971,7600383
30-Nov-21,22555,,,1,22554,1840573,,4075,,1836498,699145,,43025,,656120,33745,25,,22714,11006,5036708,12,399442,2311,4634943,7632726
1-Dec-21,22555,,,1,22554,1840778,,3772,,1837006,704458,,43636,,660822,33759,24,,22714,11021,5068869,10,392883,2311,4673665,7670419
2-Dec-21,22556,,,1,22555,1840864,,3360,,1837504,707949,,43027,,664922,33761,22,,22715,11024,5104016,14,389573,2311,4712118,7709146
3-Dec-21,22556,,,1,22555,1841332,,3634,,1837698,710064,,40852,,669212,33765,24,,22715,11026,5138937,17,385411,2311,4751198,7746654
4-Dec-21,22556,,,1,22555,1841350,,3603,,1837747,714926,,42240,,672686,33768,22,,22715,11031,5171199,20,392143,2311,4776725,7783799
5-Dec-21,22556,,,1,22555,1844071,,6295,,1837776,722377,,45643,,676734,33771,23,,22717,11031,5210873,21,405619,2311,4802922,7833648
6-Dec-21,22556,,,1,22555,1844383,,6372,,1838011,723049,,43052,,679997,33771,22,,22717,11032,5235987,20,394088,2311,4839568,7859746
7-Dec-21,22556,,,1,22555,1844424,,6117,,1838307,724718,,40305,,684413,33772,19,,22718,11035,5261566,20,385913,2311,4873322,7887036
8-Dec-21,22556,,,1,22555,1844787,,5556,,1839231,727891,,40298,,687593,33776,20,,22720,11036,5292563,23,378820,2311,4911409,7921573
9-Dec-21,22556,,,1,22555,1846989,,6646,,1840343,732214,,40844,,691370,33779,18,,22720,11041,5325693,18,377169,2311,4946195,7961231
10-Dec-21,22556,,,1,22555,1847533,,6677,,1840856,737969,,43629,,694340,33782,20,,22720,11042,5359227,18,372283,2311,4984615,8001067
11-Dec-21,22556,,,1,22555,1848068,,7176,,1840892,742967,,45360,,697607,33785,22,,22721,11042,5393775,18,379192,2311,5012254,8041151
12-Dec-21,22556,,,1,22555,1849858,,8941,,1840917,745804,,45828,,699976,33787,23,,22722,11042,5432787,18,391548,2311,5038910,8084792
13-Dec-21,22556,,,1,22555,1850088,,9151,,1840937,747686,,42240,,705446,33788,20,,22723,11045,5461437,16,385367,2311,5073743,8115555
14-Dec-21,22556,,,1,22555,1850108,,8894,,1841214,752972,,43910,,709062,33793,24,,22723,11046,5489982,13,380073,2311,5107585,8149411
15-Dec-21,22556,,,1,22555,1850219,,8603,,1841616,756798,,43338,,713460,33794,21,,22723,11050,5519294,14,375127,2311,5141842,8182661
16-Dec-21,22556,,,1,22555,1850311,,7585,,1842726,759194,,42514,,716680,33797,21,,22723,11053,5550908,15,374767,2311,5173815,8216766
17-Dec-21,22556,,,1,22555,1850333,,6252,,1844081,763996,,43487,,720509,33800,22,,22723,11055,5584171,16,372618,2311,5209226,8254856
18-Dec-21,22556,,,1,22555,1852383,,7835,,1844548,768538,,45087,,723451,33801,23,,22723,11055,5619356,16,380324,2311,5236705,8296634
19-Dec-21,22556,,,1,22555,1854117,,9437,,1844680,771122,,43641,,727481,33803,25,,22723,11055,5658080,16,393224,2311,5262529,8339678
20-Dec-21,22556,,,1,22555,1854679,,8374,,1846305,776665,,45667,,730998,33806,26,,22723,11057,5689271,14,390500,2311,5296446,8376977
21-Dec-21,22556,,,1,22555,1854970,,7523,,1847447,780757,,45457,,735300,33806,23,,22723,11060,5709395,14,378537,2311,5328533,8401484
22-Dec-21,22556,,,1,22555,1855377,,6712,,1848665,784539,,45148,,739391,33808,23,,22723,11062,5741727,17,375680,2311,5363719,8438007
23-Dec-21,22556,,,1,22555,1855873,,6148,,1849725,789001,,44258,,744743,33813,26,,22723,11064,5772115,15,371582,2311,5398207,8473358
24-Dec-21,22556,,,1,22555,1858015,,7810,,1850205,792136,,44686,,747450,33815,27,,22723,11065,5805794,14,366499,2311,5436970,8512316
25-Dec-21,22556,,,1,22555,1858085,,7862,,1850223,796491,,44677,,751814,33817,26,,22723,11068,5837136,12,370251,2311,5464562,8548085
26-Dec-21,22556,,,1,22555,1858384,,8143,,1850241,800404,,46285,,754119,33818,24,,22724,11070,5865589,12,371956,2311,5491310,8580751
27-Dec-21,22556,,,1,22555,1858515,,7928,,1850587,803849,,44539,,759310,33820,25,,22724,11071,5887021,9,361980,2311,5522721,8605761
28-Dec-21,22556,,,1,22555,1859462,,7841,,1851621,806320,,43894,,762426,33821,23,,22724,11074,5908931,7,352929,2311,5553684,8631090
29-Dec-21,22556,,,1,22555,1859655,,6620,,1853035,810851,,43742,,767109,33823,20,,22726,11077,5934882,8,326431,2311,5606132,8661767
30-Dec-21,22556,,,1,22555,1860069,,5899,,1854170,815017,,44396,,770621,33824,19,,22726,11079,5960366,10,334050,2311,5623995,8691832
31-Dec-21,22556,,,1,22555,1860625,,4907,,1855718,819160,,43078,,776082,33827,19,,22727,11081,5985711,10,320351,2311,5663039,8721879
1-Jan-22,22562,,,1,22561,1861136,,4579,,1856557,819861,,40697,,779164,33833,18,,22727,11088,6009173,8,313025,2311,5693829,8746565
2-Jan-22,22562,,,1,22561,1861335,,4487,,1856848,823872,,40725,,783147,33833,18,,22727,11088,6031016,7,315257,2311,5713441,8772618
3-Jan-22,22562,,,1,22561,1861340,,3207,,1858133,826535,,39954,,786581,33834,16,,22727,11091,6050656,7,301610,2311,5746728,8794927
4-Jan-22,22562,,,1,22561,1861830,,2776,,1859054,829889,,39743,,790146,33834,11,,22727,11096,6075606,7,295775,2311,5777513,8823721
5-Jan-22,22562,,,1,22561,1862094,,2688,,1859406,833039,,37266,,795773,33840,15,,22727,11098,6105451,8,292530,2311,5810602,8856986
6-Jan-22,22562,,,1,22561,1862170,,2536,,1859634,849860,,51042,,798818,33841,14,,22727,11100,6119250,10,274999,2311,5841930,8887683
7-Jan-22,22562,,,1,22561,1862242,,1808,,1860434,866891,,63841,,803050,33842,15,,22727,11100,6133081,12,261312,2311,5869446,8918618
8-Jan-22,22562,,,1,22561,1862441,,1883,,1860558,883434,,77939,,805495,33844,15,,22727,11102,6146333,16,253729,2311,5890277,8948614
9-Jan-22,22563,,,1,22562,1862506,,1855,,1860651,900465,,90496,,809969,33851,21,,22727,11103,6161246,19,245951,2311,5912965,8980631
10-Jan-22,22563,,,1,22562,1862510,,1713,,1860797,916756,,102711,,814045,33851,21,,22727,11103,6174419,18,232830,2311,5939260,9010099
11-Jan-22,22563,,,1,22562,1862513,,1518,,1860995,930837,,114733,,816104,33854,24,,22727,11103,6185680,19,220963,2311,5962387,9035447
12-Jan-22,22565,,,1,22564,1862531,,1314,,1861217,947366,,128458,,818908,33855,23,,22727,11105,6199901,19,209278,2311,5988293,9066218
13-Jan-22,22570,,,1,22569,1862613,,925,,1861688,963533,,140678,,822855,33856,22,,22727,11107,6214133,19,199574,2311,6012229,9096705
14-Jan-22,22572,,,1,22571,1862734,,589,,1862145,979821,,153033,,826788,33857,23,,22727,11107,6229730,23,193646,2311,6033750,9128714
15-Jan-22,22580,,,1,22579,1862780,,628,,1862152,997657,,168690,,828967,33858,24,,22727,11107,6246797,23,192139,2311,6052324,9163672
16-Jan-22,22582,,,1,22581,1862899,,718,,1862181,1016441,,183597,,832844,33860,24,,22727,11109,6262813,22,183568,2311,6076912,9198595
17-Jan-22,22582,,,1,22581,1863128,,947,,1862181,1033318,,200473,,832845,33863,27,,22727,11109,6275353,23,195983,2311,6077036,9228244
18-Jan-22,22582,,,1,22581,1863530,,1241,,1862289,1049644,,195815,,853829,33864,23,,22727,11114,6288394,16,164161,2311,6121906,9258014
19-Jan-22,22584,,,1,22583,1863827,,1413,,1862414,1064380,,194160,,870220,33868,26,,22727,11115,6302862,17,163387,2311,6137147,9287521
20-Jan-22,22584,,,1,22583,1864350,,1837,,1862513,1080327,,193145,,887182,33869,25,,22727,11117,6318297,14,164252,2311,6151720,9319427
21-Jan-22,22585,,,1,22584,1865296,,2722,,1862574,1096715,,192157,,904558,33871,20,,22727,11124,6334481,13,164957,2311,6167200,9352948
22-Jan-22,22585,,,1,22584,1866445,,3779,,1862666,1115573,,195004,,920569,33871,18,,22727,11126,6351112,13,170927,2311,6177861,9389586
23-Jan-22,22585,,,1,22584,1867556,,4884,,1862672,1127182,,190662,,936520,33871,17,,22727,11127,6363233,14,173861,2311,6187047,9414427
24-Jan-22,22585,,,1,22584,1868718,,5999,,1862719,1143806,,190326,,953480,33876,21,,22727,11128,6377001,13,170638,2311,6204039,9445986
25-Jan-22,22585,,,1,22584,1870037,,7241,,1862796,1160355,,189951,,970404,33876,20,,22727,11129,6390896,11,167935,2311,6220639,9477749
26-Jan-22,22585,,,1,22584,1870903,,7738,,1863165,1172221,,166072,,1006149,33876,18,,22727,11131,6405341,10,148482,2311,6254538,9504926
27-Jan-22,22585,,,1,22584,1872156,,8990,,1863166,1194190,,188010,,1006180,33881,19,,22727,11135,6428072,15,171162,2311,6254584,9550884
28-Jan-22,22585,,,1,22584,1873959,,10204,,1863755,1217008,,191949,,1025059,33886,22,,22727,11137,6451402,15,178757,2311,6270319,9598840
29-Jan-22,22590,,,1,22589,1876148,,12243,,1863905,1240584,,198915,,1041669,33887,20,,22727,11140,6476572,22,193249,2311,6280990,9649781
30-Jan-22,22593,,,1,22592,1878050,,14075,,1863975,1267034,,209423,,1057611,33895,27,,22727,11141,6502870,22,209986,2311,6290551,9704442
31-Jan-22,22593,,,1,22592,1880103,,14840,,1865263,1292333,,219821,,1072512,33898,26,,22727,11145,6525129,22,215918,2311,6306878,9754056
1-Feb-22,22593,,,1,22592,1882146,,16030,,1866116,1312810,,224018,,1088792,33905,28,,22731,11146,6544889,17,219208,2311,6323353,9796343
2-Feb-22,22593,,,1,22592,1883747,,16534,,1867213,1337965,,232297,,1105668,33918,38,,22732,11148,6574958,16,232903,2311,6339728,9853181
3-Feb-22,22593,,,1,22592,1886384,,17818,,1868566,1356706,,231872,,1124834,33935,55,,22732,11148,6597583,15,238184,2311,6357073,9897201
4-Feb-22,22593,,,1,22592,1889452,,18576,,1870876,1383756,,247631,,1136125,33942,62,,22732,11148,6636277,16,264771,2311,6369179,9966020
5-Feb-22,22593,,,1,22592,1892922,,21883,,1871039,1410456,,257625,,1152831,33946,57,,22732,11157,6674853,27,291683,2311,6380832,10034770
6-Feb-22,22593,,,1,22592,1896506,,25370,,1871136,1435275,,267095,,1168180,33949,59,,22732,11158,6709495,30,313738,2311,6393416,10097818
7-Feb-22,22593,,,1,22592,1900932,,26850,,1874082,1457138,,277535,,1179603,33949,59,,22732,11158,6738610,27,325456,2311,6410816,10153222
8-Feb-22,22593,,,1,22592,1903541,,26702,,1876839,1478617,,277419,,1201198,33950,59,,22732,11159,6766798,23,330002,2311,6434462,10205499
9-Feb-22,22598,,,1,22597,1905258,,25625,,1879633,1497423,,274564,,1222859,33959,63,,22732,11164,6796463,21,334500,2311,6459631,10255701
10-Feb-22,22598,,,1,22597,1907598,,24521,,1883077,1511304,,263179,,1248125,33959,55,,22732,11172,6818733,18,329908,2311,6486496,10294192
11-Feb-22,22598,,,1,22597,1910269,,23374,,1886895,1526383,,251982,,1274401,33972,67,,22732,11173,6840270,18,322744,2311,6515197,10333492
12-Feb-22,22598,,,1,22597,1911022,,23488,,1887534,1544647,,247012,,1297635,33980,72,,22732,11176,6868290,29,329266,2311,6536684,10380537
13-Feb-22,22598,,,1,22597,1913746,,26105,,1887641,1560810,,243425,,1317385,33981,70,,22732,11179,6895403,29,337908,2311,6555155,10426538
14-Feb-22,22598,,,1,22597,1914283,,21808,,1892475,1577780,,234193,,1343587,33985,55,,22732,11198,6922538,29,330110,2311,6590088,10471184
15-Feb-22,22599,,,1,22598,1915621,,22687,,1892934,1595877,,234598,,1361279,33986,45,,22732,11209,6947725,27,334646,2311,6610741,10515808
16-Feb-22,22599,,,1,22598,1916243,,18821,,1897422,1617102,,227746,,1389356,33995,46,,22732,11217,6982299,27,325429,2311,6654532,10572238
17-Feb-22,22599,,,1,22598,1916321,,15036,,1901285,1629779,,213320,,1416459,33998,49,,22732,11217,7010031,23,314874,2311,6692823,10612728
18-Feb-22,22609,,,1,22608,1916699,,11700,,1904999,1651446,,208766,,1442680,34003,52,,22732,11219,7041968,21,309911,2311,6729725,10666725
19-Feb-22,22613,,,1,22612,1919014,,13484,,1905530,1672015,,206294,,1465721,34004,52,,22732,11220,7074988,32,316653,2311,6755992,10722634
20-Feb-22,22647,,,1,22646,1920914,,15094,,1905820,1678045,,191905,,1486140,34007,54,,22732,11221,7091820,46,309679,2311,6779784,10747433
21-Feb-22,22647,,,1,22646,1922641,,13461,,1909180,1694502,,188510,,1505992,34012,51,,22732,11229,7119115,40,303590,2311,6813174,10792917
22-Feb-22,22647,,,1,22646,1922988,,11984,,1911004,1711527,,192277,,1519250,34016,54,,22732,11230,7143324,35,307376,2311,6833602,10834502
23-Feb-22,22675,,,1,22674,1923592,,10801,,1912791,1727422,,190952,,1536470,34020,44,,22732,11244,7173994,33,312622,2311,6859028,10881703
24-Feb-22,22692,,,1,22691,1925196,,10592,,1914604,1744542,,190027,,1554515,34022,40,,22732,11250,7202890,42,313423,2311,6887114,10929342
25-Feb-22,22712,,,1,22711,1926352,,9986,,1916366,1762670,,190516,,1572154,34027,44,,22732,11251,7229132,44,310681,2311,6916096,10974893
26-Feb-22,22724,,,1,22723,1927559,,10737,,1916822,1786061,,196768,,1589293,34032,44,,22732,11256,7257500,48,312597,2311,6942544,11027876
27-Feb-22,22749,,,1,22748,1928362,,11294,,1917068,1806470,,199917,,1606553,34032,44,,22732,11256,7276233,50,308600,2311,6965272,11067846
28-Feb-22,22749,,,1,22748,1928507,,10944,,1917563,1821329,,192101,,1629228,34033,37,,22732,11264,7288218,46,281097,2311,7004764,11094836
1-Mar-22,22749,,,1,22748,1928799,,9919,,1918880,1853701,,213751,,1639950,34037,35,,22732,11270,7317807,45,286678,2311,7028773,11157093
2-Mar-22,22762,,,1,22761,1929102,,8473,,1920629,1871440,,211477,,1659963,34043,37,,22732,11274,7339934,40,274755,2311,7062828,11197281
3-Mar-22,22783,,,1,22782,1929697,,7345,,1922352,1887966,,209413,,1678553,34045,38,,22732,11275,7359624,35,263489,2311,7093789,11234115
4-Mar-22,22783,,,1,22782,1930304,,6257,,1924047,1902749,,217466,,1685283,34048,35,,22732,11281,7374256,32,262148,2311,7109765,11264140
5-Mar-22,22800,,,1,22799,1930692,,6429,,1924263,1919731,,218636,,1701095,34051,32,,22732,11287,7394304,37,256481,2311,7135475,11301578
6-Mar-22,22802,,,1,22801,1931183,,6802,,1924381,1934562,,218918,,1715644,34051,29,,22732,11290,7406325,34,247277,2311,7156703,11328923
7-Mar-22,22821,,,1,22820,1931308,,5284,,1926024,1952614,,221139,,1731475,34058,32,,22732,11294,7420371,29,227488,2311,7190543,11361172
8-Mar-22,22824,,,1,22823,1931534,,4362,,1927172,1967701,,219670,,1748031,34065,37,,22732,11296,7437137,32,218688,2311,7216106,11393261
9-Mar-22,22824,,,1,22823,1932113,,4148,,1927965,1982150,,215423,,1766727,34070,36,,22732,11302,7453192,30,209142,2311,7241709,11424349
10-Mar-22,22832,,,1,22831,1932796,,4432,,1928364,1991999,,204657,,1787342,34074,37,,22732,11305,7467591,30,203580,2311,7261670,11449292
11-Mar-22,22833,,,1,22832,1933184,,4130,,1929054,1994843,,185449,,1809394,34077,39,,22732,11306,7474673,31,192229,2311,7280102,11459610
12-Mar-22,22833,,,1,22832,1933520,,4351,,1929169,2001761,,175734,,1826027,34082,43,,22732,11307,7486656,38,186744,2311,7297563,11478852
13-Mar-22,22842,,,1,22841,1933711,,4508,,1929203,2007548,,165730,,1841818,34083,44,,22732,11307,7496609,39,183913,2311,7310346,11494793
14-Mar-22,22855,,,1,22854,1933802,,4525,,1929277,2013646,,155119,,1858527,34085,44,,22732,11309,7505588,38,177286,2311,7325953,11509976
15-Mar-22,22870,,,1,22869,1933927,,3832,,1930095,2021774,,145866,,1875908,34088,41,,22732,11315,7519339,38,167601,2311,7349389,11531998
16-Mar-22,22884,,,1,22883,1934370,,3595,,1930775,2029002,,136737,,1892265,34093,43,,22732,11318,7531783,45,160985,2311,7368442,11552132
