Tanggal,Positif (Indonesia),Dirawat (Indonesia),Sembuh (Indonesia),Meninggal (Indonesia),Meninggal (Jakarta),Sembuh (Jakarta),Self-Isolation (Jakarta),Dirawat (Jakarta),Positif (Jakarta),Positif Aktif (Jakarta),Positif Harian (Indonesia),Dirawat Harian (Indonesia),Sembuh Harian (Indonesia),Meninggal Harian (Indonesia),Meninggal Harian (Jakarta),Sembuh Harian (Jakarta),Self-Isolation Harian (Jakarta),Dirawat Harian (Jakarta),Positif Harian (Jakarta),Positif Aktif Harian (Jakarta)
22/04/2022 ,Pesanggrahan,Jakarta Selatan,93531,47.13%,37.35%
22/04/2022 ,Pulo Gadung,Jakarta Timur,81948,41.60%,36.55%
22/04/2022 ,Sawah Besar,Jakarta Pusat,57286,47.05%,39.84%
22/04/2022 ,Senen,Jakarta Pusat,81944,34.63%,36.69%
22/04/2022 ,Setia Budi,Jakarta Selatan,76626,42.89%,35.62%
22/04/2022 ,Taman Sari,Jakarta Barat,55761,55.45%,48.51%
22/04/2022 ,Tambora,Jakarta Barat,49658,33.65%,28.81%
22/04/2022 ,Tanah Abang,Jakarta Pusat,65320,24.09%,18.67%
22/04/2022 ,Tanjung Priok,Jakarta Utara,114785,34.05%,29.11%
22/04/2022 ,Tebet,Jakarta Selatan,51824,36.83%,29.26%
23/04/2022 ,Cakung,Jakarta Timur,83815,36.70%,29.02%
23/04/2022 ,Cempaka Putih,Jakarta Pusat,46442,39.95%,37.55%
23/04/2022 ,Cengkareng,Jakarta Barat,141071,48.94%,40.94%
23/04/2022 ,Cilandak,Jakarta Selatan,81760,37.09%,30.78%
23/04/2022 ,Cilincing,Jakarta Utara,52475,25.59%,20.99%
23/04/2022 ,Cipayung,Jakarta Timur,155249,56.88%,50.53%
23/04/2022 ,Ciracas,Jakarta Timur,68038,46.70%,36.61%
23/04/2022 ,Duren Sawit,Jakarta Timur,63085,30.93%,25.01%
23/04/2022 ,Gambir,Jakarta Pusat,123644,61.12%,50.93%
23/04/2022 ,Grogol Petamburan,Jakarta Barat,93434,43.70%,34.70%
23/04/2022 ,Jagakarsa,Jakarta Selatan,39176,21.61%,17.57%
23/04/2022 ,Jatinegara,Jakarta Timur,80644,39.82%,31.35%
23/04/2022 ,Johar Baru,Jakarta Pusat,62774,40.36%,36.02%
23/04/2022 ,Kali Deres,Jakarta Barat,87795,35.47%,28.71%
23/04/2022 ,Kebayoran Baru,Jakarta Selatan,308184,41.31%,39.31%
23/04/2022 ,Kebayoran Lama,Jakarta Selatan,63076,30.33%,25.25%
23/04/2022 ,Kebon Jeruk,Jakarta Barat,85457,38.72%,31.62%
23/04/2022 ,Kelapa Gading,Jakarta Utara,85279,44.10%,34.75%
23/04/2022 ,Kemayoran,Jakarta Pusat,101644,37.45%,28.81%
23/04/2022 ,Kembangan,Jakarta Barat,89934,46.63%,37.79%
23/04/2022 ,Kep. Seribu Selatan,Kepulauan Seribu,7808,91.13%,69.76%
23/04/2022 ,Kep. Seribu Utara,Kepulauan Seribu,7727,83.40%,63.83%
23/04/2022 ,Koja,Jakarta Utara,111491,46.77%,39.50%
23/04/2022 ,Kramat Jati,Jakarta Timur,75483,35.29%,32.24%
23/04/2022 ,Makasar,Jakarta Timur,63356,39.44%,32.51%
23/04/2022 ,Mampang Prapatan,Jakarta Selatan,46819,33.29%,29.20%
23/04/2022 ,Matraman,Jakarta Timur,82143,43.34%,37.70%
23/04/2022 ,Menteng,Jakarta Pusat,75639,58.08%,39.43%
23/04/2022 ,Pademangan,Jakarta Utara,54370,35.17%,28.25%
23/04/2022 ,Palmerah,Jakarta Barat,73801,29.16%,23.84%
23/04/2022 ,Pancoran,Jakarta Selatan,30150,22.45%,16.36%
23/04/2022 ,Pasar Minggu,Jakarta Selatan,75676,38.46%,32.61%
23/04/2022 ,Pasar Rebo,Jakarta Timur,69059,41.73%,33.84%
23/04/2022 ,Penjaringan,Jakarta Utara,97325,36.24%,29.26%
23/04/2022 ,Pesanggrahan,Jakarta Selatan,93755,47.22%,37.43%
23/04/2022 ,Pulo Gadung,Jakarta Timur,82129,41.67%,36.63%
23/04/2022 ,Sawah Besar,Jakarta Pusat,57338,47.09%,39.87%
23/04/2022 ,Senen,Jakarta Pusat,82033,34.66%,36.73%
23/04/2022 ,Setia Budi,Jakarta Selatan,76666,42.90%,35.65%
23/04/2022 ,Taman Sari,Jakarta Barat,55978,55.63%,48.69%
23/04/2022 ,Tambora,Jakarta Barat,49819,33.75%,28.90%
23/04/2022 ,Tanah Abang,Jakarta Pusat,65405,24.11%,18.69%
23/04/2022 ,Tanjung Priok,Jakarta Utara,115216,34.16%,29.21%
23/04/2022 ,Tebet,Jakarta Selatan,51855,36.85%,29.28%
24/04/2022 ,Cakung,Jakarta Timur,83873,36.73%,29.04%
24/04/2022 ,Cempaka Putih,Jakarta Pusat,46475,39.98%,37.57%
24/04/2022 ,Cengkareng,Jakarta Barat,141225,48.99%,40.98%
24/04/2022 ,Cilandak,Jakarta Selatan,81922,37.16%,30.84%
24/04/2022 ,Cilincing,Jakarta Utara,52486,25.59%,20.99%
24/04/2022 ,Cipayung,Jakarta Timur,155426,56.94%,50.58%
24/04/2022 ,Ciracas,Jakarta Timur,68107,46.75%,36.64%
24/04/2022 ,Duren Sawit,Jakarta Timur,63176,30.98%,25.05%
24/04/2022 ,Gambir,Jakarta Pusat,123796,61.17%,50.99%
24/04/2022 ,Grogol Petamburan,Jakarta Barat,93523,43.74%,34.73%
24/04/2022 ,Jagakarsa,Jakarta Selatan,39184,21.62%,17.57%
24/04/2022 ,Jatinegara,Jakarta Timur,80685,39.84%,31.36%
24/04/2022 ,Johar Baru,Jakarta Pusat,62868,40.41%,36.07%
24/04/2022 ,Kali Deres,Jakarta Barat,87910,35.51%,28.75%
24/04/2022 ,Kebayoran Baru,Jakarta Selatan,308780,41.38%,39.39%
24/04/2022 ,Kebayoran Lama,Jakarta Selatan,63097,30.34%,25.26%
24/04/2022 ,Kebon Jeruk,Jakarta Barat,85528,38.75%,31.65%
24/04/2022 ,Kelapa Gading,Jakarta Utara,85300,44.11%,34.76%
24/04/2022 ,Kemayoran,Jakarta Pusat,101792,37.51%,28.85%
24/04/2022 ,Kembangan,Jakarta Barat,90035,46.67%,37.84%
24/04/2022 ,Kep. Seribu Selatan,Kepulauan Seribu,7815,91.21%,69.83%
24/04/2022 ,Kep. Seribu Utara,Kepulauan Seribu,7731,83.41%,63.84%
24/04/2022 ,Koja,Jakarta Utara,111824,46.91%,39.61%
24/04/2022 ,Kramat Jati,Jakarta Timur,75537,35.31%,32.27%
24/04/2022 ,Makasar,Jakarta Timur,63406,39.47%,32.54%
24/04/2022 ,Mampang Prapatan,Jakarta Selatan,46833,33.30%,29.21%
24/04/2022 ,Matraman,Jakarta Timur,82195,43.35%,37.72%
24/04/2022 ,Menteng,Jakarta Pusat,75659,58.09%,39.44%
24/04/2022 ,Pademangan,Jakarta Utara,54405,35.18%,28.26%
24/04/2022 ,Palmerah,Jakarta Barat,73880,29.19%,23.87%
24/04/2022 ,Pancoran,Jakarta Selatan,30151,22.45%,16.36%
24/04/2022 ,Pasar Minggu,Jakarta Selatan,75722,38.48%,32.63%
24/04/2022 ,Pasar Rebo,Jakarta Timur,69085,41.74%,33.85%
24/04/2022 ,Penjaringan,Jakarta Utara,97358,36.25%,29.27%
24/04/2022 ,Pesanggrahan,Jakarta Selatan,93883,47.27%,37.48%
24/04/2022 ,Pulo Gadung,Jakarta Timur,82199,41.70%,36.66%
24/04/2022 ,Sawah Besar,Jakarta Pusat,57366,47.11%,39.89%
24/04/2022 ,Senen,Jakarta Pusat,82078,34.68%,36.75%
24/04/2022 ,Setia Budi,Jakarta Selatan,76676,42.91%,35.66%
24/04/2022 ,Taman Sari,Jakarta Barat,56062,55.71%,48.76%
24/04/2022 ,Tambora,Jakarta Barat,49907,33.81%,28.95%
24/04/2022 ,Tanah Abang,Jakarta Pusat,65430,24.12%,18.70%
24/04/2022 ,Tanjung Priok,Jakarta Utara,115300,34.18%,29.23%
24/04/2022 ,Tebet,Jakarta Selatan,51875,36.85%,29.29%
25/04/2022 ,Cakung,Jakarta Timur,84268,36.89%,29.17%
25/04/2022 ,Cempaka Putih,Jakarta Pusat,46907,40.34%,37.91%
25/04/2022 ,Cengkareng,Jakarta Barat,143588,49.74%,41.65%
25/04/2022 ,Cilandak,Jakarta Selatan,82770,37.39%,31.16%
25/04/2022 ,Cilincing,Jakarta Utara,52773,25.72%,21.10%
25/04/2022 ,Cipayung,Jakarta Timur,156289,57.22%,50.85%
25/04/2022 ,Ciracas,Jakarta Timur,68339,46.90%,36.76%
25/04/2022 ,Duren Sawit,Jakarta Timur,63524,31.14%,25.18%
25/04/2022 ,Gambir,Jakarta Pusat,124926,61.60%,51.42%
25/04/2022 ,Grogol Petamburan,Jakarta Barat,94628,44.23%,35.13%
25/04/2022 ,Jagakarsa,Jakarta Selatan,39292,21.67%,17.62%
25/04/2022 ,Jatinegara,Jakarta Timur,80989,39.97%,31.47%
25/04/2022 ,Johar Baru,Jakarta Pusat,64157,41.18%,36.78%
25/04/2022 ,Kali Deres,Jakarta Barat,89582,36.14%,29.28%
25/04/2022 ,Kebayoran Baru,Jakarta Selatan,310799,41.58%,39.64%
25/04/2022 ,Kebayoran Lama,Jakarta Selatan,63330,30.44%,25.34%
25/04/2022 ,Kebon Jeruk,Jakarta Barat,86567,39.18%,32.02%
25/04/2022 ,Kelapa Gading,Jakarta Utara,86027,44.46%,35.05%
25/04/2022 ,Kemayoran,Jakarta Pusat,103015,37.92%,29.19%
25/04/2022 ,Kembangan,Jakarta Barat,90586,46.94%,38.06%
25/04/2022 ,Kep. Seribu Selatan,Kepulauan Seribu,7845,91.45%,70.08%
25/04/2022 ,Kep. Seribu Utara,Kepulauan Seribu,7754,83.68%,64.02%
25/04/2022 ,Koja,Jakarta Utara,115485,48.37%,40.86%
25/04/2022 ,Kramat Jati,Jakarta Timur,75816,35.44%,32.38%
25/04/2022 ,Makasar,Jakarta Timur,63760,39.69%,32.72%
25/04/2022 ,Mampang Prapatan,Jakarta Selatan,46970,33.38%,29.29%
25/04/2022 ,Matraman,Jakarta Timur,82386,43.43%,37.80%
25/04/2022 ,Menteng,Jakarta Pusat,75918,58.26%,39.56%
25/04/2022 ,Pademangan,Jakarta Utara,55006,35.56%,28.56%
25/04/2022 ,Palmerah,Jakarta Barat,74381,29.38%,24.02%
25/04/2022 ,Pancoran,Jakarta Selatan,30232,22.50%,16.40%
25/04/2022 ,Pasar Minggu,Jakarta Selatan,76159,38.65%,32.81%
25/04/2022 ,Pasar Rebo,Jakarta Timur,69334,41.88%,33.97%
25/04/2022 ,Penjaringan,Jakarta Utara,98049,36.44%,29.47%
25/04/2022 ,Pesanggrahan,Jakarta Selatan,94435,47.52%,37.69%
25/04/2022 ,Pulo Gadung,Jakarta Timur,82554,41.84%,36.80%
25/04/2022 ,Sawah Besar,Jakarta Pusat,57899,47.49%,40.24%
25/04/2022 ,Senen,Jakarta Pusat,82510,34.86%,36.94%
25/04/2022 ,Setia Budi,Jakarta Selatan,76859,42.97%,35.74%
25/04/2022 ,Taman Sari,Jakarta Barat,57028,56.56%,49.55%
25/04/2022 ,Tambora,Jakarta Barat,51246,34.65%,29.69%
25/04/2022 ,Tanah Abang,Jakarta Pusat,65837,24.21%,18.81%
25/04/2022 ,Tanjung Priok,Jakarta Utara,116560,34.54%,29.54%
25/04/2022 ,Tebet,Jakarta Selatan,52090,36.99%,29.41%
26/04/2022 ,Cakung,Jakarta Timur,86507,37.85%,29.92%
26/04/2022 ,Cempaka Putih,Jakarta Pusat,47518,40.78%,38.38%
26/04/2022 ,Cengkareng,Jakarta Barat,144781,50.11%,41.98%
26/04/2022 ,Cilandak,Jakarta Selatan,84905,38.17%,31.94%
26/04/2022 ,Cilincing,Jakarta Utara,53067,25.85%,21.21%
26/04/2022 ,Cipayung,Jakarta Timur,160085,58.48%,52.02%
26/04/2022 ,Ciracas,Jakarta Timur,70260,48.10%,37.75%
26/04/2022 ,Duren Sawit,Jakarta Timur,66379,32.43%,26.28%
26/04/2022 ,Gambir,Jakarta Pusat,126313,62.12%,51.95%
26/04/2022 ,Grogol Petamburan,Jakarta Barat,95170,44.46%,35.32%
26/04/2022 ,Jagakarsa,Jakarta Selatan,40066,22.08%,17.96%
26/04/2022 ,Jatinegara,Jakarta Timur,82629,40.73%,32.08%
26/04/2022 ,Johar Baru,Jakarta Pusat,65040,41.66%,37.26%
26/04/2022 ,Kali Deres,Jakarta Barat,90207,36.37%,29.48%
26/04/2022 ,Kebayoran Baru,Jakarta Selatan,317798,42.37%,40.50%
26/04/2022 ,Kebayoran Lama,Jakarta Selatan,64269,30.84%,25.70%
26/04/2022 ,Kebon Jeruk,Jakarta Barat,87304,39.46%,32.28%
26/04/2022 ,Kelapa Gading,Jakarta Utara,86809,44.83%,35.36%
26/04/2022 ,Kemayoran,Jakarta Pusat,104045,38.26%,29.47%
26/04/2022 ,Kembangan,Jakarta Barat,91801,47.51%,38.56%
26/04/2022 ,Kep. Seribu Selatan,Kepulauan Seribu,7861,91.64%,70.22%
26/04/2022 ,Kep. Seribu Utara,Kepulauan Seribu,7765,83.79%,64.09%
26/04/2022 ,Koja,Jakarta Utara,116721,48.84%,41.27%
26/04/2022 ,Kramat Jati,Jakarta Timur,77887,36.40%,33.23%
26/04/2022 ,Makasar,Jakarta Timur,65339,40.60%,33.51%
26/04/2022 ,Mampang Prapatan,Jakarta Selatan,47395,33.60%,29.55%
26/04/2022 ,Matraman,Jakarta Timur,83530,43.95%,38.28%
26/04/2022 ,Menteng,Jakarta Pusat,76203,58.44%,39.71%
26/04/2022 ,Pademangan,Jakarta Utara,55476,35.84%,28.80%
26/04/2022 ,Palmerah,Jakarta Barat,75600,29.87%,24.41%
26/04/2022 ,Pancoran,Jakarta Selatan,30621,22.77%,16.61%
26/04/2022 ,Pasar Minggu,Jakarta Selatan,77494,39.24%,33.37%
26/04/2022 ,Pasar Rebo,Jakarta Timur,70882,42.74%,34.70%
26/04/2022 ,Penjaringan,Jakarta Utara,98608,36.60%,29.63%
26/04/2022 ,Pesanggrahan,Jakarta Selatan,95950,48.20%,38.28%
26/04/2022 ,Pulo Gadung,Jakarta Timur,84741,42.91%,37.75%
26/04/2022 ,Sawah Besar,Jakarta Pusat,58345,47.80%,40.54%
26/04/2022 ,Senen,Jakarta Pusat,83223,35.08%,37.25%
26/04/2022 ,Setia Budi,Jakarta Selatan,77414,43.19%,36.00%
26/04/2022 ,Taman Sari,Jakarta Barat,57479,56.92%,49.92%
26/04/2022 ,Tambora,Jakarta Barat,51810,35.01%,30.01%
26/04/2022 ,Tanah Abang,Jakarta Pusat,66301,24.34%,18.95%
26/04/2022 ,Tanjung Priok,Jakarta Utara,117588,34.79%,29.79%
26/04/2022 ,Tebet,Jakarta Selatan,52884,37.50%,29.84%
27/04/2022 ,Cakung,Jakarta Timur,87643,38.30%,30.29%
27/04/2022 ,Cempaka Putih,Jakarta Pusat,48098,41.23%,38.83%
27/04/2022 ,Cengkareng,Jakarta Barat,146519,50.67%,42.46%
27/04/2022 ,Cilandak,Jakarta Selatan,86717,38.88%,32.60%
27/04/2022 ,Cilincing,Jakarta Utara,53404,26.00%,21.33%
27/04/2022 ,Cipayung,Jakarta Timur,162977,59.42%,52.92%
27/04/2022 ,Ciracas,Jakarta Timur,71115,48.62%,38.19%
27/04/2022 ,Duren Sawit,Jakarta Timur,67688,33.01%,26.78%
27/04/2022 ,Gambir,Jakarta Pusat,128627,63.00%,52.85%
27/04/2022 ,Grogol Petamburan,Jakarta Barat,96010,44.84%,35.62%
27/04/2022 ,Jagakarsa,Jakarta Selatan,40583,22.35%,18.18%
27/04/2022 ,Jatinegara,Jakarta Timur,83495,41.10%,32.39%
27/04/2022 ,Johar Baru,Jakarta Pusat,66141,42.24%,37.87%
27/04/2022 ,Kali Deres,Jakarta Barat,91148,36.72%,29.78%
27/04/2022 ,Kebayoran Baru,Jakarta Selatan,324285,43.03%,41.31%
27/04/2022 ,Kebayoran Lama,Jakarta Selatan,65141,31.21%,26.04%
27/04/2022 ,Kebon Jeruk,Jakarta Barat,88477,39.92%,32.70%
27/04/2022 ,Kelapa Gading,Jakarta Utara,87886,45.30%,35.79%
27/04/2022 ,Kemayoran,Jakarta Pusat,105672,38.80%,29.91%
27/04/2022 ,Kembangan,Jakarta Barat,92761,47.97%,38.95%
27/04/2022 ,Kep. Seribu Selatan,Kepulauan Seribu,7885,91.92%,70.42%
27/04/2022 ,Kep. Seribu Utara,Kepulauan Seribu,7781,83.94%,64.20%
27/04/2022 ,Koja,Jakarta Utara,118953,49.76%,42.04%
27/04/2022 ,Kramat Jati,Jakarta Timur,78767,36.81%,33.59%
27/04/2022 ,Makasar,Jakarta Timur,66699,41.35%,34.18%
27/04/2022 ,Mampang Prapatan,Jakarta Selatan,47831,33.79%,29.82%
27/04/2022 ,Matraman,Jakarta Timur,84202,44.23%,38.56%
27/04/2022 ,Menteng,Jakarta Pusat,76594,58.70%,39.90%
27/04/2022 ,Pademangan,Jakarta Utara,56175,36.26%,29.15%
27/04/2022 ,Palmerah,Jakarta Barat,76505,30.21%,24.69%
27/04/2022 ,Pancoran,Jakarta Selatan,31192,23.16%,16.91%
27/04/2022 ,Pasar Minggu,Jakarta Selatan,78900,39.82%,33.96%
27/04/2022 ,Pasar Rebo,Jakarta Timur,71761,43.24%,35.11%
27/04/2022 ,Penjaringan,Jakarta Utara,99377,36.82%,29.85%
27/04/2022 ,Pesanggrahan,Jakarta Selatan,97249,48.75%,38.78%
27/04/2022 ,Pulo Gadung,Jakarta Timur,86080,43.50%,38.32%
27/04/2022 ,Sawah Besar,Jakarta Pusat,58941,48.23%,40.94%
27/04/2022 ,Senen,Jakarta Pusat,84460,35.45%,37.79%
27/04/2022 ,Setia Budi,Jakarta Selatan,78097,43.42%,36.31%
27/04/2022 ,Taman Sari,Jakarta Barat,58219,57.54%,50.53%
27/04/2022 ,Tambora,Jakarta Barat,52760,35.60%,30.53%
27/04/2022 ,Tanah Abang,Jakarta Pusat,67046,24.53%,19.16%
27/04/2022 ,Tanjung Priok,Jakarta Utara,119136,35.17%,30.16%
27/04/2022 ,Tebet,Jakarta Selatan,53469,37.89%,30.16%
28/04/2022 ,Cakung,Jakarta Timur,88438,38.62%,30.56%
28/04/2022 ,Cempaka Putih,Jakarta Pusat,48401,41.46%,39.06%
28/04/2022 ,Cengkareng,Jakarta Barat,147848,51.10%,42.84%
28/04/2022 ,Cilandak,Jakarta Selatan,87694,39.27%,32.96%
28/04/2022 ,Cilincing,Jakarta Utara,53747,26.15%,21.46%
28/04/2022 ,Cipayung,Jakarta Timur,164268,59.83%,53.32%
28/04/2022 ,Ciracas,Jakarta Timur,71759,49.02%,38.52%
28/04/2022 ,Duren Sawit,Jakarta Timur,68539,33.38%,27.11%
28/04/2022 ,Gambir,Jakarta Pusat,130038,63.51%,53.39%
28/04/2022 ,Grogol Petamburan,Jakarta Barat,96674,45.12%,35.85%
28/04/2022 ,Jagakarsa,Jakarta Selatan,40928,22.54%,18.33%
28/04/2022 ,Jatinegara,Jakarta Timur,84030,41.32%,32.59%
28/04/2022 ,Johar Baru,Jakarta Pusat,66879,42.63%,38.27%
28/04/2022 ,Kali Deres,Jakarta Barat,91770,36.97%,29.98%
28/04/2022 ,Kebayoran Baru,Jakarta Selatan,327893,43.40%,41.76%
28/04/2022 ,Kebayoran Lama,Jakarta Selatan,65765,31.47%,26.28%
28/04/2022 ,Kebon Jeruk,Jakarta Barat,89357,40.24%,33.02%
28/04/2022 ,Kelapa Gading,Jakarta Utara,88788,45.69%,36.16%
28/04/2022 ,Kemayoran,Jakarta Pusat,106755,39.14%,30.21%
28/04/2022 ,Kembangan,Jakarta Barat,93439,48.30%,39.22%
28/04/2022 ,Kep. Seribu Selatan,Kepulauan Seribu,7900,92.06%,70.54%
28/04/2022 ,Kep. Seribu Utara,Kepulauan Seribu,7786,83.97%,64.23%
28/04/2022 ,Koja,Jakarta Utara,120256,50.28%,42.48%
28/04/2022 ,Kramat Jati,Jakarta Timur,79373,37.08%,33.84%
28/04/2022 ,Makasar,Jakarta Timur,67546,41.83%,34.60%
28/04/2022 ,Mampang Prapatan,Jakarta Selatan,48108,33.91%,29.99%
28/04/2022 ,Matraman,Jakarta Timur,84664,44.44%,38.75%
28/04/2022 ,Menteng,Jakarta Pusat,76905,58.89%,40.06%
28/04/2022 ,Pademangan,Jakarta Utara,56722,36.58%,29.42%
28/04/2022 ,Palmerah,Jakarta Barat,77222,30.47%,24.92%
28/04/2022 ,Pancoran,Jakarta Selatan,31487,23.34%,17.07%
28/04/2022 ,Pasar Minggu,Jakarta Selatan,79724,40.16%,34.31%
28/04/2022 ,Pasar Rebo,Jakarta Timur,72341,43.55%,35.39%
28/04/2022 ,Penjaringan,Jakarta Utara,100037,37.01%,30.04%
28/04/2022 ,Pesanggrahan,Jakarta Selatan,97982,49.07%,39.07%
28/04/2022 ,Pulo Gadung,Jakarta Timur,86821,43.82%,38.64%
28/04/2022 ,Sawah Besar,Jakarta Pusat,59271,48.46%,41.16%
28/04/2022 ,Senen,Jakarta Pusat,85286,35.76%,38.16%
28/04/2022 ,Setia Budi,Jakarta Selatan,78603,43.60%,36.54%
28/04/2022 ,Taman Sari,Jakarta Barat,58695,57.95%,50.92%
28/04/2022 ,Tambora,Jakarta Barat,53415,36.02%,30.89%
28/04/2022 ,Tanah Abang,Jakarta Pusat,67615,24.68%,19.32%
28/04/2022 ,Tanjung Priok,Jakarta Utara,120343,35.48%,30.46%
28/04/2022 ,Tebet,Jakarta Selatan,53878,38.15%,30.39%
29/04/2022 ,Cakung,Jakarta Timur,88582,38.67%,30.61%
29/04/2022 ,Cempaka Putih,Jakarta Pusat,48499,41.53%,39.14%
29/04/2022 ,Cengkareng,Jakarta Barat,148033,51.16%,42.90%
29/04/2022 ,Cilandak,Jakarta Selatan,87908,39.35%,33.04%
29/04/2022 ,Cilincing,Jakarta Utara,53798,26.18%,21.49%
29/04/2022 ,Cipayung,Jakarta Timur,164515,59.93%,53.40%
29/04/2022 ,Ciracas,Jakarta Timur,71870,49.09%,38.58%
29/04/2022 ,Duren Sawit,Jakarta Timur,68736,33.45%,27.19%
29/04/2022 ,Gambir,Jakarta Pusat,130363,63.62%,53.51%
29/04/2022 ,Grogol Petamburan,Jakarta Barat,96799,45.17%,35.90%
29/04/2022 ,Jagakarsa,Jakarta Selatan,40996,22.56%,18.36%
29/04/2022 ,Jatinegara,Jakarta Timur,84173,41.37%,32.65%
29/04/2022 ,Johar Baru,Jakarta Pusat,67062,42.72%,38.38%
29/04/2022 ,Kali Deres,Jakarta Barat,91875,37.00%,30.01%
29/04/2022 ,Kebayoran Baru,Jakarta Selatan,329509,43.54%,42.00%
29/04/2022 ,Kebayoran Lama,Jakarta Selatan,65870,31.51%,26.32%
29/04/2022 ,Kebon Jeruk,Jakarta Barat,89689,40.31%,33.15%
29/04/2022 ,Kelapa Gading,Jakarta Utara,89026,45.77%,36.26%
29/04/2022 ,Kemayoran,Jakarta Pusat,107002,39.23%,30.29%
29/04/2022 ,Kembangan,Jakarta Barat,93568,48.37%,39.28%
29/04/2022 ,Kep. Seribu Selatan,Kepulauan Seribu,7902,92.09%,70.56%
29/04/2022 ,Kep. Seribu Utara,Kepulauan Seribu,7795,84.05%,64.29%
29/04/2022 ,Koja,Jakarta Utara,120491,50.41%,42.58%
29/04/2022 ,Kramat Jati,Jakarta Timur,79480,37.13%,33.88%
29/04/2022 ,Makasar,Jakarta Timur,67742,41.96%,34.72%
29/04/2022 ,Mampang Prapatan,Jakarta Selatan,48190,33.94%,30.04%
29/04/2022 ,Matraman,Jakarta Timur,84793,44.49%,38.81%
29/04/2022 ,Menteng,Jakarta Pusat,76987,58.95%,40.11%
29/04/2022 ,Pademangan,Jakarta Utara,56810,36.64%,29.47%
29/04/2022 ,Palmerah,Jakarta Barat,77345,30.52%,24.96%
29/04/2022 ,Pancoran,Jakarta Selatan,31555,23.39%,17.11%
29/04/2022 ,Pasar Minggu,Jakarta Selatan,79842,40.21%,34.36%
29/04/2022 ,Pasar Rebo,Jakarta Timur,72482,43.64%,35.46%
29/04/2022 ,Penjaringan,Jakarta Utara,100154,37.04%,30.08%
29/04/2022 ,Pesanggrahan,Jakarta Selatan,98095,49.10%,39.11%
29/04/2022 ,Pulo Gadung,Jakarta Timur,87096,43.89%,38.76%
29/04/2022 ,Sawah Besar,Jakarta Pusat,59360,48.52%,41.22%
29/04/2022 ,Senen,Jakarta Pusat,85808,35.88%,38.39%
29/04/2022 ,Setia Budi,Jakarta Selatan,78722,43.61%,36.61%
29/04/2022 ,Taman Sari,Jakarta Barat,58777,58.02%,50.98%
29/04/2022 ,Tambora,Jakarta Barat,53517,36.10%,30.95%
29/04/2022 ,Tanah Abang,Jakarta Pusat,67741,24.71%,19.36%
29/04/2022 ,Tanjung Priok,Jakarta Utara,120633,35.53%,30.52%
29/04/2022 ,Tebet,Jakarta Selatan,53959,38.19%,30.43%
30/04/2022 ,Cakung,Jakarta Timur,88639,38.69%,30.63%
30/04/2022 ,Cempaka Putih,Jakarta Pusat,48520,41.55%,39.15%
30/04/2022 ,Cengkareng,Jakarta Barat,148089,51.19%,42.92%
30/04/2022 ,Cilandak,Jakarta Selatan,88000,39.38%,33.07%
30/04/2022 ,Cilincing,Jakarta Utara,53831,26.19%,21.49%
30/04/2022 ,Cipayung,Jakarta Timur,164591,59.96%,53.43%
30/04/2022 ,Ciracas,Jakarta Timur,71912,49.11%,38.60%
30/04/2022 ,Duren Sawit,Jakarta Timur,68782,33.47%,27.22%
30/04/2022 ,Gambir,Jakarta Pusat,130541,63.68%,53.56%
30/04/2022 ,Grogol Petamburan,Jakarta Barat,96863,45.19%,35.92%
30/04/2022 ,Jagakarsa,Jakarta Selatan,41040,22.58%,18.38%
30/04/2022 ,Jatinegara,Jakarta Timur,84220,41.38%,32.67%
30/04/2022 ,Johar Baru,Jakarta Pusat,67137,42.76%,38.42%
30/04/2022 ,Kali Deres,Jakarta Barat,91963,37.02%,30.03%
30/04/2022 ,Kebayoran Baru,Jakarta Selatan,329970,43.66%,42.14%
30/04/2022 ,Kebayoran Lama,Jakarta Selatan,65911,31.51%,26.32%
30/04/2022 ,Kebon Jeruk,Jakarta Barat,89818,40.35%,33.19%
30/04/2022 ,Kelapa Gading,Jakarta Utara,89069,45.79%,36.28%
30/04/2022 ,Kemayoran,Jakarta Pusat,107219,39.32%,30.36%
30/04/2022 ,Kembangan,Jakarta Barat,93693,48.42%,39.33%
30/04/2022 ,Kep. Seribu Selatan,Kepulauan Seribu,7903,92.05%,70.54%
30/04/2022 ,Kep. Seribu Utara,Kepulauan Seribu,7798,84.00%,64.26%
30/04/2022 ,Koja,Jakarta Utara,120584,50.48%,42.64%
30/04/2022 ,Kramat Jati,Jakarta Timur,79517,37.14%,33.88%
30/04/2022 ,Makasar,Jakarta Timur,67895,42.10%,34.82%
30/04/2022 ,Mampang Prapatan,Jakarta Selatan,48239,33.96%,30.06%
30/04/2022 ,Matraman,Jakarta Timur,84840,44.51%,38.82%
30/04/2022 ,Menteng,Jakarta Pusat,77016,58.98%,40.13%
30/04/2022 ,Pademangan,Jakarta Utara,56852,36.66%,29.49%
30/04/2022 ,Palmerah,Jakarta Barat,77401,30.54%,24.98%
30/04/2022 ,Pancoran,Jakarta Selatan,31568,23.40%,17.11%
30/04/2022 ,Pasar Minggu,Jakarta Selatan,79905,40.22%,34.37%
30/04/2022 ,Pasar Rebo,Jakarta Timur,72503,43.65%,35.46%
30/04/2022 ,Penjaringan,Jakarta Utara,100187,37.04%,30.09%
